id,date,tweet
1312426524847542273,2020-10-03 16:17:21+00:00,"I offer this social Encyclical as a modest contribution to continued reflection, in the hope that in the face of present-day attempts to eliminate or ignore others, we may prove capable of responding with a new vision of fraternity and social friendship. #FratelliTutti https://t.co/P3qso8k8qM"
1312354208973111298,2020-10-03 11:30:00+00:00,"The effort to build a more just society implies the capacity of fraternity, a spirit of human communion. #SeasonOfCreation #FratelliTutti"
1311999377951592450,2020-10-02 12:00:02+00:00,"The urgent challenge to protect our common home includes the task of uniting the entire human family in searching for sustainable and integral development, for we know that things can change. #SeasonOfCreation"
1311984273138872321,2020-10-02 11:00:00+00:00,Let us continue to grow in the awareness that we all live in a common home as members of a single family! #SeasonOfCreation
1311629433292419072,2020-10-01 11:30:00+00:00,"#SaintThereseOfLisieux invites us to practise the little way of love, not to let the possibility of offering a smile to slip by, or any small gesture that sows peace and friendship. #SeasonOfCreation"
1311273359620149248,2020-09-30 11:55:05+00:00,"Let us not go back to the ""normality"" sick with with injustice, inequality and environmental degradation.The normality to which we are called is that of the Kingdom of God, where there is bread for all and the social organisation is based on contributing, sharing and distributing"
1311245653868150787,2020-09-30 10:05:00+00:00,"Devotion to sacred Scripture, a “living and tender love” for the written word of God: this is the legacy that Saint Jerome bequeathed to the Church by his life and labours. https://t.co/OSaNDBkcIs"
1310904658265862144,2020-09-29 11:30:00+00:00,"Saint Michael, help us in the battle for salvation we are fighting. Saint Gabriel, bring us the good news that Jesus has saved us, and grant us hope. Saint Raphael, take our hands and help us along on the path of complete healing. #ArchangelSaints"
1310542268990881792,2020-09-28 11:30:00+00:00,"Almighty God, present in the entire universe and in the smallest of Your creatures, fill us with the strength of Your love so that we might take care of life and beauty. #SeasonOfCreation"
1310179882777931778,2020-09-27 11:30:00+00:00,"The #GospelOfTheDay questions the way of living a Christian life, which is not made up of dreams or beautiful aspirations, but of concrete commitments, to open ourselves ever more to God's will and to love for our brothers and sisters."
1310172776733519872,2020-09-27 11:01:46+00:00,"Today we celebrate the Memorial of #StVincentDePaul, Patron of charitable organizations. May St Vincent's example lead all of us to joyful and disinterested service to the most in need, and open us to hospitality and the gift of life."
1310162250100019206,2020-09-27 10:19:56+00:00,"Let’s pray for the millions of internally displaced people. Just like Jesus and his parents who fled to Egypt, they live with fear, uncertainty and unease. #WDMR2020 #DisplacedlikeJesus @M_RSection"
1310162182525591552,2020-09-27 10:19:40+00:00,"We see the face of Jesus in the faces of the hungry, the thirsty, the naked, the sick, strangers and prisoners; Christ calls us to help. #WDMR2020 #DisplacedlikeJesus @M_RSection https://t.co/ir1lVA2zZp"
1309787295139192833,2020-09-26 09:30:00+00:00,"Let us ask the Lord for the gift of peace, for a world without arms of mass destruction! Let us dedicate ourselves to free humanity from nuclear arms, this serious threat to the human race."
1309549694624952321,2020-09-25 17:45:52+00:00,"I urge civil authorities to be especially attentive to children who are denied their fundamental rights and dignity, particularly their right to life and to schooling. #UN75 @UN https://t.co/VUTkbiHxc8"
1309544250934263808,2020-09-25 17:24:14+00:00,"We need to dismantle the perverse logic that links personal and national security to the possession of weaponry. This logic serves only to increase the profits of the arms industry, while fostering a climate of distrust and fear between persons and peoples. #UN75 @UN"
1309543198948241410,2020-09-25 17:20:03+00:00,"I renew my appeal that in light of the present circumstances, that all nations be enabled to meet the greatest needs of the moment, reducing or forgiving the debt of the poorest nations. #UN75 @UN"
1309541559768055815,2020-09-25 17:13:32+00:00,"The #pandemic has shown us that we cannot live without one another. The United Nations was established to bring nations together, to be a bridge between peoples.  Let us make good use of it to build together the future we all desire. #UN75 @UN"
1309455107092893698,2020-09-25 11:30:00+00:00,Everyone’s talents and involvement are needed to redress the damage caused by human abuse of God’s creation. #SeasonOfCreation
1309092719260610560,2020-09-24 11:30:00+00:00,"The destruction of the human environment is extremely serious, not only because God has entrusted the world to us, but because human life is itself a gift which must be defended. #SeasonOfCreation"
1308730330719956992,2020-09-23 11:30:00+00:00,"#Solidarity needs subsidiarity. There is no true solidarity without social participation, without the contribution of families, associations, cooperatives, small businesses, and other expressions of society. #GeneralAudience"
1308367942388596736,2020-09-22 11:30:00+00:00,"Life is grounded in three fundamental and closely connected relationships: the Relationship with God, with our neighbour and with the earth. #SeasonOfCreation"
1308005555965849603,2020-09-21 11:30:00+00:00,The journey of reconciliation calls for patience and trust. #Peace will not be obtained unless it is hoped for.
1307975356515856384,2020-09-21 09:30:00+00:00,"We need to pursue a genuine fraternity based on our common origin from God. The desire for #peace lies deep within the human heart, and we should not resign ourselves to seeking anything less than this."
1307632863999860736,2020-09-20 10:49:04+00:00,"Those who reason using human logic, that is, the logic of the merits acquired through one’s own greatness, from being first, find themselves last. Instead, those who humbly entrust themselves to the Father’s mercy, from being last, find themselves first (see Mt 20:1-16)"
1307280779085402112,2020-09-19 11:30:00+00:00,"We are called to be instruments of God our Father, so that our planet might be what He dreamed of when he created it and correspond with his plan for peace, beauty and fullness. #SeasonOfCreation"
1306918390146109444,2020-09-18 11:30:00+00:00,"Everyone is important in God’s eyes, everyone can transform a part of the world polluted by human voracity into the good reality willed by the Creator. #SeasonOfCreation"
1306556002955821056,2020-09-17 11:30:00+00:00,"Today, the nature that surrounds us is no longer admired, but “devoured”. We must return to contemplation; so as not to be distracted by a thousand useless things, we must find silence; for the heart not to become sick, we must be still. #SeasonOfCreation"
1306193614398042112,2020-09-16 11:30:00+00:00,"To contemplate and to care: these are two attitudes that show the way to correct and rebalance our relationship as human beings with creation. #SeasonOfCreation #GeneralAudience
https://t.co/T6xMjO5jnz"
1306186067201024000,2020-09-16 11:00:00+00:00,"Contemplation, which leads us to an attitude of care, is not a question of looking at nature from the outside, as if we were not immersed in it. But we are inside nature, we are part of nature. #SeasonOfCreation #GeneralAudience"
1306179514016452609,2020-09-16 10:33:58+00:00,"As many spiritual masters have taught us, heaven, earth, sea, and every creature have an iconic capacity or mystical capacity to bring us back to the Creator and to communion with creation. #SeasonOfCreation #GeneralAudience"
1306155868313001984,2020-09-16 09:00:00+00:00,"Climate restoration is of utmost importance for the Earth's future. Thus, I invite all nations to adopt more ambitious national targets to reduce emissions. #SeasonOfCreation"
1305831227157434368,2020-09-15 11:30:00+00:00,The Sorrowful Virgin whose pierced heart mourned the death of Jesus now grieves for the sufferings of the crucified poor and for the creatures of this world laid waste by human power. #SeasonOfCreation
1305468840780931072,2020-09-14 11:30:00+00:00,"The revelation of God’s love for us seems madness. Every time that we look at the cross, we find this love. The crucifix is truly the great book of God’s love. #ExaltationOfTheCross"
1305159624862171136,2020-09-13 15:01:17+00:00,"In recent days, a series of fires have devastated the refugee camp of Moria on the Island of Lesbos. I express my solidarity and closeness to all the victims of these dramatic events."
1305106450700595201,2020-09-13 11:30:00+00:00,"How much suffering, how many wounds, how many wars could be avoided if forgiveness and mercy were the style of our life! #GospelOfTheDay"
1305091352917495809,2020-09-13 10:30:00+00:00,"In the #GospelOfTheDay (MT 18:21-35), Jesus exhorts us to open ourselves courageously to the strength of forgiveness, because not everything in life can be resolved with justice: there's a need for merciful love."
1304744063728451585,2020-09-12 11:30:00+00:00,"Nature is filled with words of love, but how can we listen to them amid constant noise, and interminable and nerve-wracking distractions? #SeasonOfCreation"
1304381677469343744,2020-09-11 11:30:00+00:00,"As believers, we do not look at the world from without but from within, conscious of the bonds with which the Father has linked us to all beings. #SeasonOfCreation"
1303989088064876544,2020-09-10 09:30:00+00:00,"Today, in the tragedy of a #pandemic, in the face of the many false securities that have now crumbled, in the face of so many hopes betrayed, in the sense of abandonment that weighs upon our hearts, Jesus says to each one of us: “Courage, open your heart to my love”."
1303664458498273284,2020-09-09 12:00:02+00:00,"The common good requires everyone’s participation. If everyone contributes his or her part, and if no one is left out, we can regenerate good relationships on the communitarian, national and international level and even in harmony with the environment. #LaudatoSì"
1303656900442030081,2020-09-09 11:30:00+00:00,"To love everyone, including enemies, is difficult – I would say it is even an art! But an art that can be learned and improved. True love, that makes us fruitful and free, is always expansive and inclusive. This love cares, heals and does good. #GeneralAudience"
1303649355132534784,2020-09-09 11:00:01+00:00,"A virus that does not recognise barriers, borders, or cultural or political distinctions must be faced with a love without barriers, borders or distinctions. #GeneralAudience https://t.co/NM4r1XnNyw"
1303641801266532353,2020-09-09 10:30:00+00:00,"The Christian response to the pandemic and to the consequent socio-economic crisis is based on love, above all, love of God who always precedes us (see 1 Jn 4:19). When we welcome this divine love, then we can respond similarly. #GeneralAudience"
1303294512643682304,2020-09-08 11:30:00+00:00,"Mary, the Mother who cared for Jesus, cares with maternal affection and pain also for this wounded world."
1302932125578964997,2020-09-07 11:30:00+00:00,"Rather than a problem to be solved, the world is a joyful mystery to be contemplated with gladness and praise. #SeasonOfCreation #LaudatoSì"
1302554636243537924,2020-09-06 10:30:00+00:00,At times it takes greater love to rehabilitate a brother or sister. In the #GospelOfTheDay (Mt 18:15-20) Jesus invites us to put them in God's hands: only the Father can show a greater love than that of all brothers and sisters put together.
1302177149957206017,2020-09-05 09:30:00+00:00,"Mother Teresa, tireless worker of charity, pray for us, so that our criterion for action might be gratuitous love, offered freely to everyone without distinction of language, culture, race, or religion."
1301844962200309760,2020-09-04 11:30:00+00:00,"During this #SeasonOfCreation, may we be attentive to the rhythms of creation. The world was made to communicate the glory of God, to help us to discover the Lord of all in its beauty, and to return to Him."
1301778531609915393,2020-09-04 07:06:02+00:00,https://t.co/fXEUjNS03k
1301482572191588352,2020-09-03 11:30:00+00:00,"Today we hear the voice of creation admonishing us to return to our rightful place in the natural created order – to remember that we are part of this interconnected web of life, not its masters. #SeasonOfCreation"
1301171894725619713,2020-09-02 14:55:28+00:00,"I invite everyone to join in a universal day of prayer and fasting for Lebanon, on 4 September. I also invite our brothers and sisters of other religious confessions to join in this initiative in whatever way they deem best. https://t.co/2DmrpIJ0XI"
1301120184221138944,2020-09-02 11:30:00+00:00,"As a human family we have our common origin in God. We dwell in a common home, the garden-planet where God placed us. But when we forget all this, our social fabric is weakened and the environment deteriorates. #GeneralAudience"
1301105086320517120,2020-09-02 10:30:00+00:00,"The current pandemic has highlighted our interdependence: we are all linked to each other, for better or for worse. Therefore, to come out of this crisis better than before, we have to do so together, all of us, in solidarity. #GeneralAudience"
1300757796619563008,2020-09-01 11:30:00+00:00,A #JubileeForTheEarth is a time to restore the original harmony of creation and to heal strained human relationships. #SeasonOfCreation https://t.co/vEtfVqy8tP
1300750247661109249,2020-09-01 11:00:00+00:00,"A #JubileeForTheEarth is a time to return to God, our loving Creator. We cannot live in harmony with creation if we are not at peace with the Creator who is the source and origin of all things."
1300742698538733570,2020-09-01 10:30:00+00:00,"A #JubileeForTheEarth is a good time to remember creation’s original vocation to exist as a community of love. We exist only in relationships: with God the Creator, with our brothers and sisters, and with all of God’s creatures within our common home."
1300736703263657984,2020-09-01 10:06:11+00:00,"The #JubileeForTheEarth calls us to think once again of our fellow human beings, especially the poor and the most vulnerable. We are asked to re-appropriate God’s original and loving plan of creation as a common heritage. https://t.co/vEtfVqPJSp"
1300727598994001926,2020-09-01 09:30:00+00:00,Today marks the World Day of Prayer for the Care of Creation. From now until October 4th we will celebrate the #JubileeForTheEarth with our Christian brothers and sisters of various Churches and traditions. #SeasonOfCreation
1300444482161139712,2020-08-31 14:45:00+00:00,#SeasonOfCreation https://t.co/7zqYT5xUPY
1300395410641612801,2020-08-31 11:30:00+00:00,I follow with concern the tensions in the Eastern Mediterranean area and I appeal for constructive dialogue and respect for international law to resolve the conflicts that threaten the peace of the peoples of that region.
1300017921960411138,2020-08-30 10:30:00+00:00,"For Peter and the other disciples – but for us too! - the cross is a 'hindrance', whereas Jesus considers the 'hindrance' escaping the cross, which would mean avoiding the Father's will, the mission that the Father has entrusted to Him for our salvation. #GospelOfTheDay"
1299670632808947712,2020-08-29 11:30:00+00:00,"Putting the paschal mystery at the center of our lives means feeling compassion towards the wounds of the crucified Christ present in the many innocent victims of wars and violence, in attacks on life, in environmental disasters, and in poverty."
1299308246948143107,2020-08-28 11:30:00+00:00,"Trust in the Lord and make an effort to enter into his plans, accepting that His salvation can reach us in ways that may be different from what we expect."
1298945856977145857,2020-08-27 11:30:00+00:00,"We must always have this “holy restlessness” in our hearts, in the search for the true good who is God. Let us help others feel the thirst for God. He gives peace and happiness to our hearts."
1298598571135111176,2020-08-26 12:30:00+00:00,"If we take care of the goods that the Creator gives us, if we put what we possess in common in such a way that no one would be lacking, then we would truly inspire hope to regenerate a more healthy and equal world. #GeneralAudience"
1298583471971950592,2020-08-26 11:30:00+00:00,"After the crisis, will we continue with this economic system of social injustice and depreciating care for the environment, of creation, of our common home?  Let’s think about this. #GeneralAudience https://t.co/VbjiYe3Kal"
1298221081803649024,2020-08-25 11:30:00+00:00,"The root of every spiritual error is believing ourselves to be righteous. To consider ourselves righteous is to leave God, the only righteous one, out in the cold."
1297873794770624513,2020-08-24 12:30:00+00:00,Today is the tenth anniversary of the massacre of 72 migrants in Mexico. I express my solidarity with the families of the victims who today are still asking for truth and justice. The Lord will hold us to account for all of the migrants who have fallen on their journey of Hope.
1297858695053946881,2020-08-24 11:30:00+00:00,"To pray is to allow yourself to be looked at by God without illusions, excuses, or justifications. Because from the devil come darkness and lies, from God come light and truth."
1297526505782665216,2020-08-23 13:30:00+00:00,"Let’s not forget the victims of the coronavirus. So much suffering, so many people who lost their lives; and so many volunteers, doctors, nurses, sisters, priests, who also lost their lives. Let us remember the families who have suffered because of this."
1297481206125285377,2020-08-23 10:30:00+00:00,"In the #GospelOfTheDay, we hear Jesus’s question directed to each one of us: “And you, who do you say I am?”. It is a question of giving not a theoretical answer, but one that involves faith, that is, life, because faith is life!"
1297149017776955393,2020-08-22 12:30:00+00:00,"God does not love you because you behave well. He loves you, plain and simple. His love is unconditional; it does not depend on you."
1297103718782042112,2020-08-22 09:30:00+00:00,"God has no need to be defended by anyone and does not want His name to be used to terrorize people. We call upon everyone to stop using religions to incite hatred, violence, extremism and blind fanaticism. #HumanFraternity"
1296771532182769664,2020-08-21 11:30:00+00:00,"Amid so many passing things, the Lord wants to remind us of what will remain forever: love, because “God is love”."
1296409143562006529,2020-08-20 11:30:00+00:00,May the Holy Spirit make us grow constantly in knowledge of God so that we might spread His love and His truth in the world.
1296046754031443969,2020-08-19 11:30:00+00:00,"The response to the pandemic is dual: we need to find a cure for this small which has brought the whole world to its knees and we must cure a larger virus, that of social injustice. #GeneralAudience"
1295684366207655943,2020-08-18 11:30:00+00:00,"Wealth can force us to build walls. Jesus, instead, invites His disciples to transform goods and riches into relationships, because people are worth more than things, they are more valuable than any riches we possess."
1295321979373776901,2020-08-17 11:30:00+00:00,"It is not the wealthy who bear fruit in life, but those who build and maintain many friendships through various ""riches"", namely, through the various gifts God has given them."
1294952042201522176,2020-08-16 11:00:00+00:00,"If we present our poverty to the Lord, with an existence marked by tears and suffering, but with the tenacious faith of the Canaanite woman (see Mt 15:21-28) then the Lord cannot but welcome our prayer with His paternal eyes and heart. #GospelOfTheDay"
1294597202585821185,2020-08-15 11:30:00+00:00,"Let us invoke the intercession of the “Mother of hope” for all the situations in the world that are most in need of hope, in particular for the population of the northern region of Nigeria, victim of violence and terrorist attacks."
1294582103158530048,2020-08-15 10:30:00+00:00,"With God, nothing is lost! In Mary, the goal has been reached and we have before our eyes the reasons why we journey: not to gain the things here below, which are fleeting, but the homeland above, which is for ever."
1294234816548757504,2020-08-14 11:30:00+00:00,"Hope needs patience, the patience of knowing that we sow, but it is God who gives growth."
1293872426867142657,2020-08-13 11:30:00+00:00,"When we pray, God expects that we also be mindful of those who do not think as we do, those who have slammed the door in our face, those whom we find it hard to forgive. Only prayer unlocks chains, only prayer paves the way to unity."
1293510040096309249,2020-08-12 11:30:00+00:00,"The coronavirus is not the only disease to be fought, but rather, the pandemic has shed light on broader social ills. One of these is a distorted view of the person, a perspective that ignores the dignity and relational character of the person. #GeneralAudience"
1293147651152773120,2020-08-11 11:30:00+00:00,"God does not choose us because of our “goodness”, but precisely because we are and we feel small."
1292785263211667457,2020-08-10 11:30:00+00:00,"We are born with a seed of dissatisfaction in search of fulfillment. Our heart, even without knowing it, thirsts for the encounter with God and seeks it, many times taking the wrong road. When our dissatisfaction encounters Jesus, the life of grace begins."
1292422875903926272,2020-08-09 11:30:00+00:00,"Let us again pray for #Lebanon: after the catastrophe, for its particular identity, fruit of the encounter of different cultures, that with God’s help and everyone’s genuine participation, it may be reborn free and strong."
1292407776686178304,2020-08-09 10:30:00+00:00,"Having faith means keeping your heart turned to God, to His love, to His Fatherly tenderness, amid the storm. Jesus wanted to teach this to Peter and the disciples, and also to us today (Mt 14:22-33). #GospelOfTheDay"
1292060487501230080,2020-08-08 11:30:00+00:00,"We are all in need of the Father who extends His hand to us. To pray to Him, to invoke Him, is not an illusion. Illusion is to think we can do without Him! Prayer is the soul of hope."
1291698100386426882,2020-08-07 11:30:00+00:00,Men and women of #Prayer bear the reflection of light on their faces. Even on the darkest days the sun does not cease to illuminate them.
1291328163084042240,2020-08-06 11:00:00+00:00,"On the 75th anniversary of the atomic explosion at Hiroshima, let us remember that resources used in the arms race could and should be used instead to promote integral human development and to protect the natural environment. #Hiroshima75"
